,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
Rad1,327.5187488127215,0.026027551656243857,1.071918613500186,0.024281275955508302,0.9806282483512663,0.9984402581106703,Rad1
Gphn,244.5502255537017,-0.04003585359651144,1.693233291997229,-0.023644617540733402,0.9811360824364536,0.9984853821838563,Gphn
Elk4,319.06902014701353,-0.05124516884682759,2.1856016712381137,-0.023446710130761335,0.9812939459373885,0.9985495496244035,Elk4
Mkrn1,9740.005219322136,0.011805782755779782,0.509025036672675,0.023192931398719016,0.981496377019086,0.9985625814108398,Mkrn1
Ptprcap,481.1704557584284,0.024637027531200797,1.0581460910379417,0.023283200438829945,0.9814243721898936,0.9985625814108398,Ptprcap
Nhp2,4827.8640695536815,-0.01287839462432907,0.5617902063247077,-0.022923850361473767,0.9817110155555598,0.9985880254810853,Nhp2
Cstf2t,413.4935926655482,-0.025678957471461,1.1175733077023557,-0.022977425547371876,0.9816682799984651,0.9985880254810853,Cstf2t
Fzd7,45.537301180761986,0.054963968237059097,2.430301252454182,0.022616113200598087,0.9819564906398028,0.9987412611702948,Fzd7
Il18bp,51.4521405889205,-0.0782864594848499,3.614303041436378,-0.021660181392465002,0.9827190269601721,0.9988483577018168,Il18bp
Gm12359,34.480575141441825,0.04456139048109124,2.550252962455788,0.01747332172028161,0.9860590157802368,0.9988483577018168,Gm12359
Ptplad2,1148.8192633168753,0.024956417334614397,1.4341959771865018,0.017400981268663174,0.9861167263354553,0.9988483577018168,Ptplad2
Plaur,1578.0156656911065,-0.02419406129107268,1.3245463136699136,-0.018265923238303627,0.9854267122454059,0.9988483577018168,Plaur
2700089E24Rik,1940.0458026771153,0.0188150015195301,0.9097278975160932,0.02068201005037032,0.9834993198515478,0.9988483577018168,2700089E24Rik
Pmpcb,1185.455836517996,0.015177503579792523,0.821790411723746,0.018468825339488886,0.9852648470975449,0.9988483577018168,Pmpcb
Traf2,1396.2214683143725,0.029135042091336195,1.3982514530590113,0.020836768685343603,0.983375866930198,0.9988483577018168,Traf2
Aldoa,26793.837116114293,-0.009031120255936846,0.44418816532164856,-0.020331744429519346,0.9837787326239917,0.9988483577018168,Aldoa
Srpr,1252.0075985792341,-0.013562167558271774,0.6503411492551726,-0.020853928086519438,0.9833621786832175,0.9988483577018168,Srpr
Trmt2b,560.7158815314075,0.03126789583111645,1.6549417598051417,0.018893653293755808,0.9849259425764703,0.9988483577018168,Trmt2b
Tmem106c,791.0603952087993,0.017240687567287,0.9143562332563573,0.01885554769598562,0.9849563410293944,0.9988483577018168,Tmem106c
Pqlc2,1531.2499143121722,-0.02123797512000275,1.0522621962665903,-0.02018315890787938,0.9838972623948669,0.9988483577018168,Pqlc2
Fam109a,268.01179711463055,0.04897009250788449,2.39616434866421,0.020436867168641355,0.9836948742377206,0.9988483577018168,Fam109a
Coq7,439.4876966722516,-0.02538967870256504,1.4141687915843977,-0.01795378235869504,0.9856757237959253,0.9988483577018168,Coq7
Phactr2,4030.8269734403875,-0.015776563727395984,0.8287393113132998,-0.01903682317470246,0.9848117300808257,0.9988483577018168,Phactr2
Mapkapk2,4938.491642858526,-0.011721202404019002,0.5571298489150932,-0.021038546807075342,0.9832149065676459,0.9988483577018168,Mapkapk2
Ropn1l,37.402210097785556,0.08032788807489526,3.6180057245469976,0.02220225565976763,0.9822866182788872,0.9988483577018168,Ropn1l
Wdr1,15695.604469909027,0.00970699887829543,0.5131155977349646,0.01891776223748573,0.9849067098599329,0.9988483577018168,Wdr1
Ctns,923.4926196320287,-0.01909961772635892,0.9076163772675172,-0.021043712084460733,0.9832107861847755,0.9988483577018168,Ctns
Rai12,6060.038409644175,-0.015849400502114714,0.7486563970771623,-0.02117046025919572,0.983109678297862,0.9988483577018168,Rai12
Hdac8,181.07343778930687,0.04866968845534741,2.4138619716531164,0.02016258138489017,0.9839136775423908,0.9988483577018168,Hdac8
Lzic,1196.930099413366,0.01610086951289454,0.8048585693424544,0.020004594752651355,0.9840397072173064,0.9988483577018168,Lzic
Chst11,672.6841340260763,-0.025689747466075344,1.2127643370745553,-0.02118280252867961,0.9830998327994487,0.9988483577018168,Chst11
2410075B13Rik,120.0303479812716,0.04875641045953103,2.537157458554809,0.019216943077432484,0.9846680414772934,0.9988483577018168,2410075B13Rik
Metap1,990.7396741394423,0.02011629785537764,1.003234959492145,0.02005143228417883,0.9840023437684274,0.9988483577018168,Metap1
Mical2,226.06447648677735,0.021657411953252347,1.2232945840728695,0.01770416728335834,0.9858748561583127,0.9988483577018168,Mical2
Cyp4f13,536.3247564117223,-0.02591487417078338,1.4529350791432378,-0.01783622306515222,0.9857695075237316,0.9988483577018168,Cyp4f13
Eif4a2,2643.9598685990786,-0.015409309646225458,0.8388920536293774,-0.018368644189152485,0.9853447665331726,0.9988483577018168,Eif4a2
Fam120b,1783.9372004851296,0.017493320745961972,0.8891384223072606,0.019674462723776865,0.9843030626306217,0.9988483577018168,Fam120b
Man1a2,1392.431405211261,-0.01380329452269524,0.6594534263774241,-0.020931416792419878,0.9833003651335541,0.9988483577018168,Man1a2
Tmem147,5277.213509776341,-0.012201299993854114,0.6438251003678767,-0.01895126484954126,0.9848799834343809,0.9988483577018168,Tmem147
Zfp637,742.1612059975744,0.027548493390503238,1.2814107843735876,0.021498565273875236,0.9828479479450609,0.9988483577018168,Zfp637
Tbl2,127.93293937648248,0.038414121371464834,2.2111813191186145,0.017372669097429266,0.9861393127655489,0.9988483577018168,Tbl2
Slc27a1,643.0416951602685,0.015599604578300957,0.8914609708926985,0.017498920410031746,0.9860385941032589,0.9988483577018168,Slc27a1
Gng12,2134.9770033373475,0.012707105087317998,0.7314722765874024,0.017371957207457673,0.9861398806858613,0.9988483577018168,Gng12
Cars2,1107.4290992082047,0.026977823947789036,1.4215370649689298,0.0189779251013611,0.9848587154559878,0.9988483577018168,Cars2
Daxx,1027.7596461903026,-0.01696226168570185,0.8963704568435578,-0.018923271685494923,0.9849023147431933,0.9988483577018168,Daxx
Uvrag,4540.55410313234,0.00973401773393016,0.5439606128479431,0.017894710580177935,0.9857228486852588,0.9988483577018168,Uvrag
Txndc15,9739.593949633787,0.010345923238116573,0.47397931668834603,0.021827794745143472,0.9825853224655889,0.9988483577018168,Txndc15
Eif1,14773.134386979586,0.014223375653068828,0.6835850060325915,0.020807032816033848,0.9833995875786021,0.9988483577018168,Eif1
Sirpb1b,303.50291215187826,0.03925675061827438,2.1712366064467514,0.018080365125438085,0.9855747417522153,0.9988483577018168,Sirpb1b
Vbp1,1370.6325430034708,-0.013528922830173859,0.7450692688168251,-0.018157939666009683,0.9855128563834284,0.9988483577018168,Vbp1
Naif1,280.2028260297248,-0.016843787143017416,0.7574973204271058,-0.022236101288807528,0.9822596200392555,0.9988483577018168,Naif1
Aff1,631.3477912876033,-0.019921243208126004,1.1899599594931727,-0.01674110380706495,0.9866431556528021,0.998852783786753,Aff1
Gpatch3,894.4459726994385,-0.02707859998624647,1.6454401115439534,-0.01645675208491059,0.9868700042476675,0.998852783786753,Gpatch3
Atp5a1,24160.30834383872,-0.007659104183400175,0.4699042969411669,-0.01629928526565296,0.9869956277417409,0.998852783786753,Atp5a1
Fnbp1l,564.0536194694761,0.01966933230160359,1.1849501660149777,0.016599290726083557,0.986756290399633,0.998852783786753,Fnbp1l
Itm2b,61943.48670585304,-0.006103019419434063,0.3744975992067464,-0.016296551519586137,0.9869978086658506,0.998852783786753,Itm2b
Pcgf3,149.93331199470612,-0.03821373489929846,2.2621234998189594,-0.016892859696809988,0.9865220890921603,0.998852783786753,Pcgf3
Ddx18,1232.2912800475249,0.018315160574621958,1.0666083597961658,0.017171401673733436,0.9862998769834349,0.998852783786753,Ddx18
H6pd,65.14698186607205,-0.045256286643831245,2.6852880300988295,-0.01685341987025713,0.9865535530415888,0.998852783786753,H6pd
Mtpap,789.8177595921476,0.02233698253981355,1.337487772280217,0.016700700374802178,0.9866753884213342,0.998852783786753,Mtpap
Ssr4,7058.79509091308,0.010966010108236156,0.6978382910403619,0.01571425679706919,0.987462353122546,0.9990349186442512,Ssr4
Sumo1,8039.137238884718,-0.005738631202562873,0.36312551022512746,-0.01580343721652903,0.9873912062776538,0.9990349186442512,Sumo1
